"","yr","mo","bay_segment","mean_sdm","sum_sdm"
"639",1992,2,"HB",1.61428571428571,NA
"640",1992,2,"LTB",3.42857142857143,NA
"641",1992,2,"OTB",2.27142857142857,NA
"642",1992,3,"HB",0.622222222222222,NA
"643",1992,3,"LTB",2.075,NA
"644",1992,3,"OTB",2.2,NA
"645",1992,4,"HB",1.33333333333333,NA
"646",1992,4,"LTB",2.37142857142857,NA
"647",1992,4,"OTB",1.425,NA
"648",1992,5,"HB",1.94285714285714,NA
"649",1992,5,"LTB",3.53333333333333,NA
"650",1992,5,"OTB",1.46923076923077,NA
"651",1992,6,"HB",1.4625,NA
"652",1992,6,"LTB",3.21666666666667,NA
"653",1992,6,"OTB",1.75,NA
"654",1992,7,"HB",1.13,NA
"655",1992,7,"LTB",3.28571428571429,NA
"656",1992,7,"OTB",1.44615384615385,NA
"657",1992,8,"HB",1.06,NA
"658",1992,8,"LTB",3.96666666666667,NA
"659",1992,8,"OTB",2.07142857142857,NA
"660",1992,9,"HB",1.47777777777778,NA
"661",1992,9,"LTB",2.5,NA
"662",1992,9,"OTB",1.72307692307692,NA
"663",1992,10,"HB",1.45,NA
"664",1992,10,"LTB",1.55,NA
"665",1992,10,"OTB",1.2125,NA
"666",1992,11,"HB",1.35555555555556,NA
"667",1992,11,"LTB",2.15,NA
"668",1992,11,"OTB",1.31428571428571,NA
"669",1992,12,"HB",1.3,NA
"670",1992,12,"LTB",2.2,NA
"671",1992,12,"OTB",1.92727272727273,NA
"672",1993,1,"HB",1.3125,NA
"673",1993,1,"OTB",2.27,NA
"674",1993,2,"HB",1.35555555555556,NA
"675",1993,2,"LTB",1.9625,NA
"676",1993,2,"OTB",1.71818181818182,NA
"677",1993,3,"HB",1.41,NA
"678",1993,3,"LTB",1.875,NA
"679",1993,3,"OTB",1.77142857142857,NA
"680",1993,4,"HB",1.33333333333333,NA
"681",1993,4,"LTB",2.9,NA
"682",1993,4,"OTB",1.07692307692308,NA
"683",1993,5,"HB",1.64285714285714,NA
"684",1993,5,"LTB",2.325,NA
"685",1993,5,"OTB",1.94444444444444,NA
"686",1993,6,"HB",0.97,NA
"687",1993,6,"LTB",3.64285714285714,NA
"688",1993,6,"OTB",1.56153846153846,NA
"689",1993,7,"HB",1.25,NA
"690",1993,7,"OTB",1.93333333333333,NA
"691",1993,8,"HB",1.31111111111111,NA
"692",1993,8,"LTB",3.07857142857143,NA
"693",1993,8,"OTB",1.48571428571429,NA
"694",1993,9,"HB",1.32222222222222,NA
"695",1993,9,"LTB",2.53333333333333,NA
"696",1993,9,"OTB",1.31538461538462,NA
"697",1993,10,"HB",1.475,NA
"698",1993,10,"LTB",2.225,NA
"699",1993,10,"OTB",1.21428571428571,NA
"700",1993,11,"HB",1.46666666666667,NA
"701",1993,11,"LTB",1.925,NA
"702",1993,11,"OTB",1.44166666666667,NA
"703",1993,12,"HB",2.41666666666667,NA
"704",1993,12,"LTB",3.22,NA
"705",1993,12,"OTB",1.84285714285714,NA
"706",1994,1,"HB",3.4,NA
"707",1994,1,"LTB",2.3625,NA
"708",1994,1,"OTB",3.3,NA
"709",1994,2,"HB",2.17142857142857,NA
"710",1994,2,"LTB",3.16666666666667,NA
"711",1994,2,"OTB",2.55714285714286,NA
"712",1994,3,"HB",2.24285714285714,NA
"713",1994,3,"LTB",2.24285714285714,NA
"714",1994,3,"OTB",3.04285714285714,NA
"715",1994,4,"HB",1.36666666666667,NA
"716",1994,4,"LTB",3.4375,NA
"717",1994,4,"OTB",2.87142857142857,NA
"718",1994,5,"HB",1.06,NA
"719",1994,5,"LTB",3.77142857142857,NA
"720",1994,5,"OTB",1.06,NA
"721",1994,6,"HB",1.3,NA
"722",1994,6,"LTB",2.8875,NA
"723",1994,6,"OTB",1.88461538461538,NA
"724",1994,7,"HB",1.05,NA
"725",1994,7,"LTB",2.45,NA
"726",1994,7,"OTB",1.73333333333333,NA
"727",1994,8,"HB",1.25,NA
"728",1994,8,"LTB",2.225,NA
"729",1994,8,"OTB",1.75,NA
"730",1994,9,"HB",0.94,NA
"731",1994,9,"LTB",1.9375,NA
"732",1994,9,"OTB",1.35333333333333,NA
"733",1994,10,"HB",1.05555555555556,NA
"734",1994,10,"LTB",1.975,NA
"735",1994,10,"OTB",1.72307692307692,NA
"736",1994,11,"HB",1.18888888888889,NA
"737",1994,11,"LTB",1.875,NA
"738",1994,11,"OTB",1.23571428571429,NA
"739",1994,12,"HB",1.15,NA
"740",1994,12,"LTB",2.6875,NA
"741",1994,12,"OTB",1.3875,NA
"742",1995,1,"HB",1.6625,NA
"743",1995,1,"LTB",2.42857142857143,NA
"744",1995,1,"OTB",2.33333333333333,NA
"745",1995,2,"HB",1.53333333333333,NA
"746",1995,2,"LTB",1.7,NA
"747",1995,2,"OTB",2.47142857142857,NA
"748",1995,3,"HB",1.09,NA
"749",1995,3,"LTB",2.4,NA
"750",1995,3,"OTB",1.70909090909091,NA
"751",1995,4,"HB",1,NA
"752",1995,4,"LTB",2.15,NA
"753",1995,4,"OTB",2.28,NA
"754",1995,5,"HB",1.05,NA
"755",1995,5,"LTB",1.825,NA
"756",1995,5,"OTB",1.48461538461538,NA
"757",1995,6,"HB",0.92,NA
"758",1995,6,"LTB",2.9,NA
"759",1995,6,"OTB",1.23076923076923,NA
"760",1995,7,"HB",1.08,NA
"761",1995,7,"LTB",3.15,NA
"762",1995,7,"OTB",1.66666666666667,NA
"763",1995,8,"HB",0.98,NA
"764",1995,8,"LTB",2.275,NA
"765",1995,8,"OTB",1.53333333333333,NA
"766",1995,9,"HB",0.97,NA
"767",1995,9,"LTB",2.05,NA
"768",1995,9,"OTB",1.11333333333333,NA
"769",1995,10,"HB",0.98,NA
"770",1995,10,"LTB",1.45,NA
"771",1995,10,"OTB",1.01333333333333,NA
"772",1995,11,"HB",1.11,NA
"773",1995,11,"LTB",1.77142857142857,NA
"774",1995,11,"OTB",1.02,NA
"775",1995,12,"HB",1.2,NA
"776",1995,12,"LTB",2.975,NA
"777",1995,12,"OTB",1.20666666666667,NA
"778",1996,1,"HB",1.08888888888889,NA
"779",1996,1,"LTB",2.78571428571429,NA
"780",1996,1,"OTB",1.31538461538462,NA
"781",1996,2,"HB",1.04444444444444,NA
"782",1996,2,"LTB",3.0375,NA
"783",1996,2,"OTB",1.39090909090909,NA
"784",1996,3,"HB",1.35,NA
"785",1996,3,"LTB",3.0125,NA
"786",1996,3,"OTB",1.4,NA
"787",1996,4,"HB",1.21,NA
"788",1996,4,"LTB",2.8125,NA
"789",1996,4,"OTB",1.20769230769231,NA
"790",1996,5,"HB",1.63,NA
"791",1996,5,"LTB",2.93333333333333,NA
"792",1996,5,"OTB",1.23333333333333,NA
"793",1996,6,"HB",1.675,NA
"794",1996,6,"LTB",3.3,NA
"795",1996,6,"OTB",1.83571428571429,NA
"796",1996,7,"HB",1.21111111111111,NA
"797",1996,7,"LTB",3.6,NA
"798",1996,7,"OTB",2.28181818181818,NA
"799",1996,8,"HB",1.225,NA
"800",1996,8,"LTB",4.14285714285714,NA
"801",1996,8,"OTB",1.70769230769231,NA
"802",1996,9,"HB",1.14444444444444,NA
"803",1996,9,"LTB",2.4375,NA
"804",1996,9,"OTB",1.32666666666667,NA
"805",1996,10,"HB",1.48888888888889,NA
"806",1996,10,"LTB",2.3,NA
"807",1996,10,"OTB",1.34285714285714,NA
"808",1996,11,"HB",1.08888888888889,NA
"809",1996,11,"LTB",2.275,NA
"810",1996,11,"OTB",1.81428571428571,NA
"811",1996,12,"HB",1.17777777777778,NA
"812",1996,12,"LTB",3.1625,NA
"813",1996,12,"OTB",2.57272727272727,NA
"814",1997,1,"HB",1.27777777777778,NA
"815",1997,1,"LTB",3.48333333333333,NA
"816",1997,1,"OTB",2.375,NA
"817",1997,2,"HB",1.0875,NA
"818",1997,2,"LTB",3.175,NA
"819",1997,2,"OTB",2.31818181818182,NA
"820",1997,3,"HB",1.09,NA
"821",1997,3,"LTB",4.24285714285714,NA
"822",1997,3,"OTB",1.95,NA
"823",1997,4,"HB",0.866666666666667,NA
"824",1997,4,"LTB",3.3,NA
"825",1997,4,"OTB",1.475,NA
"826",1997,5,"HB",1.07,NA
"827",1997,5,"LTB",4.12,NA
"828",1997,5,"OTB",1.76923076923077,NA
"829",1997,6,"HB",0.97,NA
"830",1997,6,"LTB",2.65,NA
"831",1997,6,"OTB",1.13333333333333,NA
"832",1997,7,"HB",1.16,NA
"833",1997,7,"LTB",3.05,NA
"834",1997,7,"OTB",1.88333333333333,NA
"835",1997,8,"HB",1.18,NA
"836",1997,8,"LTB",1.95,NA
"837",1997,8,"OTB",1.54285714285714,NA
"838",1997,9,"HB",1.34444444444444,NA
"839",1997,9,"LTB",2.8125,NA
"840",1997,9,"OTB",1.3,NA
"841",1997,10,"HB",1.22222222222222,NA
"842",1997,10,"LTB",2.11428571428571,NA
"843",1997,10,"OTB",1.54615384615385,NA
"844",1997,11,"HB",1.34444444444444,NA
"845",1997,11,"LTB",1.8,NA
"846",1997,11,"OTB",1.45714285714286,NA
"847",1997,12,"HB",1.5,NA
"848",1997,12,"LTB",1.8125,NA
"849",1997,12,"OTB",2.35,NA
"850",1998,1,"HB",0.966666666666667,NA
"851",1998,1,"LTB",1.2125,NA
"852",1998,1,"OTB",1.47857142857143,NA
"853",1998,2,"HB",1.12,NA
"854",1998,2,"LTB",1.225,NA
"855",1998,2,"OTB",1.44666666666667,NA
"856",1998,3,"HB",0.58,NA
"857",1998,3,"LTB",1.7125,NA
"858",1998,3,"OTB",1.24285714285714,NA
"859",1998,4,"HB",0.933333333333333,NA
"860",1998,4,"LTB",2.55,NA
"861",1998,4,"OTB",1.80769230769231,NA
"862",1998,5,"HB",1.03,NA
"863",1998,5,"LTB",2.525,NA
"864",1998,5,"OTB",2.025,NA
"865",1998,6,"HB",1,NA
"866",1998,6,"LTB",3.0625,NA
"867",1998,6,"OTB",1.40666666666667,NA
"868",1998,7,"HB",1.03,NA
"869",1998,7,"LTB",2.575,NA
"870",1998,7,"OTB",1.06428571428571,NA
"871",1998,8,"HB",1.11,NA
"872",1998,8,"LTB",2.325,NA
"873",1998,8,"OTB",1.24666666666667,NA
"874",1998,9,"HB",1.02,NA
"875",1998,9,"LTB",1.975,NA
"876",1998,9,"OTB",1.32,NA
"877",1998,10,"HB",0.8,NA
"878",1998,10,"LTB",1.45,NA
"879",1998,10,"OTB",1.05333333333333,NA
"880",1998,11,"HB",1.14,NA
"881",1998,11,"LTB",2.1625,NA
"882",1998,11,"OTB",1.31428571428571,NA
"883",1998,12,"HB",1.37777777777778,NA
"884",1998,12,"LTB",1.9875,NA
"885",1998,12,"OTB",1.44166666666667,NA
"886",1999,1,"HB",2.95,NA
"887",1999,1,"LTB",1.7875,NA
"888",1999,1,"OTB",1.56,NA
"889",1999,2,"HB",2.2875,NA
"890",1999,2,"LTB",1.6,NA
"891",1999,2,"OTB",1.17333333333333,NA
"892",1999,3,"HB",1.23,NA
"893",1999,3,"LTB",2.675,NA
"894",1999,3,"OTB",1.45384615384615,NA
"895",1999,4,"HB",1.52,NA
"896",1999,4,"LTB",3.125,NA
"897",1999,4,"OTB",2.21538461538462,NA
"898",1999,5,"HB",1.14,NA
"899",1999,5,"LTB",4.77142857142857,NA
"900",1999,5,"OTB",1.70833333333333,NA
"901",1999,6,"HB",1.04444444444444,NA
"902",1999,6,"LTB",3.625,NA
"903",1999,6,"OTB",1.45714285714286,NA
"904",1999,7,"HB",0.94,NA
"905",1999,7,"LTB",2.875,NA
"906",1999,7,"OTB",1.75384615384615,NA
"907",1999,8,"HB",1.17,NA
"908",1999,8,"LTB",2.84285714285714,NA
"909",1999,8,"OTB",1.38333333333333,NA
"910",1999,9,"HB",0.911111111111111,NA
"911",1999,9,"LTB",2.375,NA
"912",1999,9,"OTB",1.99230769230769,NA
"913",1999,10,"HB",1.12,NA
"914",1999,10,"LTB",1.7375,NA
"915",1999,10,"OTB",1.65384615384615,NA
"916",1999,11,"HB",1.44,NA
"917",1999,11,"LTB",1.875,NA
"918",1999,11,"OTB",1.93571428571429,NA
"919",1999,12,"HB",1.6125,NA
"920",1999,12,"LTB",2,NA
"921",1999,12,"OTB",2.02727272727273,NA
"922",2000,1,"HB",1.5875,NA
"923",2000,1,"LTB",1.425,NA
"924",2000,1,"OTB",2.76666666666667,NA
"925",2000,2,"HB",1.97142857142857,NA
"926",2000,2,"LTB",2.0875,NA
"927",2000,2,"OTB",2.48333333333333,NA
"928",2000,3,"HB",1.225,NA
"929",2000,3,"LTB",2.3625,NA
"930",2000,3,"OTB",2.52222222222222,NA
"931",2000,4,"HB",1.35,NA
"932",2000,4,"LTB",1.825,NA
"933",2000,4,"OTB",1.23333333333333,NA
"934",2000,5,"HB",1.1,NA
"935",2000,5,"LTB",2.6625,NA
"936",2000,5,"OTB",1.91818181818182,NA
"937",2000,6,"HB",1.08,NA
"938",2000,6,"LTB",2.0625,NA
"939",2000,6,"OTB",1.30714285714286,NA
"940",2000,7,"HB",1.27777777777778,NA
"941",2000,7,"LTB",2.91428571428571,NA
"942",2000,7,"OTB",2.5,NA
"943",2000,8,"HB",1.37,NA
"944",2000,8,"LTB",2.4,NA
"945",2000,8,"OTB",1.65384615384615,NA
"946",2000,9,"HB",1.46,NA
"947",2000,9,"LTB",2.25,NA
"948",2000,9,"OTB",1.66428571428571,NA
"949",2000,10,"HB",1.23,NA
"950",2000,10,"LTB",1.65,NA
"951",2000,10,"OTB",1.38571428571429,NA
"952",2000,11,"HB",0.93,NA
"953",2000,11,"LTB",2.2625,NA
"954",2000,11,"OTB",2.45,NA
"955",2000,12,"HB",1.625,NA
"956",2000,12,"LTB",1.35,NA
"957",2000,12,"OTB",2.51428571428571,NA
"958",2001,1,"HB",1.2,NA
"959",2001,1,"LTB",1.475,NA
"960",2001,1,"OTB",2.9,NA
"961",2001,2,"HB",1.5875,NA
"962",2001,2,"LTB",3.68571428571429,NA
"963",2001,2,"OTB",2.9,NA
"964",2001,3,"HB",1.15555555555556,NA
"965",2001,3,"LTB",1.675,NA
"966",2001,3,"OTB",0.991666666666667,NA
"967",2001,4,"HB",1.08,NA
"968",2001,4,"LTB",2.575,NA
"969",2001,4,"OTB",1.04666666666667,NA
"970",2001,5,"HB",1.05,NA
"971",2001,5,"LTB",3.95,NA
"972",2001,5,"OTB",1.06666666666667,NA
"973",2001,6,"HB",0.891,NA
"974",2001,6,"LTB",2.2875,NA
"975",2001,6,"OTB",2.325,NA
"976",2001,7,"HB",1.24,NA
"977",2001,7,"LTB",2.325,NA
"978",2001,7,"OTB",1.10714285714286,NA
"979",2001,8,"HB",1.29,NA
"980",2001,8,"LTB",2.2625,NA
"981",2001,8,"OTB",1.33333333333333,NA
"982",2001,9,"HB",1.11,NA
"983",2001,9,"LTB",2.24285714285714,NA
"984",2001,9,"OTB",1.15333333333333,NA
"985",2001,10,"HB",1.17777777777778,NA
"986",2001,10,"LTB",2.22857142857143,NA
"987",2001,10,"OTB",1.46,NA
"988",2001,11,"HB",1.16666666666667,NA
"989",2001,11,"LTB",3.11428571428571,NA
"990",2001,11,"OTB",1.34285714285714,NA
"991",2001,12,"HB",1.05555555555556,NA
"992",2001,12,"LTB",2.12857142857143,NA
"993",2001,12,"OTB",1.16923076923077,NA
"994",2002,1,"HB",1.6625,NA
"995",2002,1,"LTB",2.2125,NA
"996",2002,1,"OTB",1.15333333333333,NA
"997",2002,2,"HB",1.42222222222222,NA
"998",2002,2,"LTB",2.025,NA
"999",2002,2,"OTB",1.29333333333333,NA
"1000",2002,3,"HB",1.74,NA
"1001",2002,3,"LTB",2,NA
"1002",2002,3,"OTB",0.835714285714286,NA
"1003",2002,4,"HB",1.04,NA
"1004",2002,4,"LTB",4.28571428571429,NA
"1005",2002,4,"OTB",1.28,NA
"1006",2002,5,"HB",1.27,NA
"1007",2002,5,"LTB",3.3,NA
"1008",2002,5,"OTB",1.6,NA
"1009",2002,6,"HB",1.07,NA
"1010",2002,6,"LTB",3.1125,NA
"1011",2002,6,"OTB",1.68,NA
"1012",2002,7,"HB",0.96,NA
"1013",2002,7,"LTB",3,NA
"1014",2002,7,"OTB",1.78666666666667,NA
"1015",2002,8,"HB",1.03,NA
"1016",2002,8,"LTB",2.575,NA
"1017",2002,8,"OTB",2.14285714285714,NA
"1018",2002,9,"HB",1.03,NA
"1019",2002,9,"LTB",2.7375,NA
"1020",2002,9,"OTB",2.07857142857143,NA
"1021",2002,10,"HB",1.64,NA
"1022",2002,10,"LTB",4.2,NA
"1023",2002,10,"OTB",1.68666666666667,NA
"1024",2002,11,"HB",1.8375,NA
"1025",2002,11,"LTB",4.36,NA
"1026",2002,11,"OTB",1.53076923076923,NA
"1027",2002,12,"HB",1.67142857142857,NA
"1028",2002,12,"LTB",2.52857142857143,NA
"1029",2002,12,"OTB",2.21428571428571,NA
"1030",2003,1,"HB",1.31111111111111,NA
"1031",2003,1,"LTB",2.92857142857143,NA
"1032",2003,1,"OTB",1.49166666666667,NA
"1033",2003,2,"HB",1.86666666666667,NA
"1034",2003,2,"LTB",3.85,NA
"1035",2003,2,"OTB",1.72307692307692,NA
"1036",2003,3,"HB",0.94,NA
"1037",2003,3,"LTB",3.775,NA
"1038",2003,3,"OTB",1.97692307692308,NA
"1039",2003,4,"HB",1.6,NA
"1040",2003,4,"LTB",3.0375,NA
"1041",2003,4,"OTB",1.43846153846154,NA
"1042",2003,5,"HB",0.95,NA
"1043",2003,5,"LTB",4.68333333333333,NA
"1044",2003,5,"OTB",1.97692307692308,NA
"1045",2003,6,"HB",1.33,NA
"1046",2003,6,"LTB",2.45,NA
"1047",2003,6,"OTB",1.26666666666667,NA
"1048",2003,7,"HB",0.9,NA
"1049",2003,7,"LTB",2.35,NA
"1050",2003,7,"OTB",1.16666666666667,NA
"1051",2003,8,"HB",0.92,NA
"1052",2003,8,"LTB",3.2875,NA
"1053",2003,8,"OTB",1.32,NA
"1054",2003,9,"HB",0.8125,NA
"1055",2003,9,"LTB",3.6875,NA
"1056",2003,9,"OTB",1.3,NA
"1057",2003,10,"HB",1.37,NA
"1058",2003,10,"LTB",2.75,NA
"1059",2003,10,"OTB",0.82,NA
"1060",2003,11,"HB",1.13,NA
"1061",2003,11,"LTB",2.5125,NA
"1062",2003,11,"OTB",1.14,NA
"1063",2003,12,"HB",0.877777777777778,NA
"1064",2003,12,"LTB",2.51428571428571,NA
"1065",2003,12,"OTB",1.62,NA
"1066",2004,1,"HB",1.4875,NA
"1067",2004,1,"LTB",3.3125,NA
"1068",2004,1,"OTB",1.95,NA
"1069",2004,2,"HB",1.6,NA
"1070",2004,2,"LTB",3.075,NA
"1071",2004,2,"OTB",2.28888888888889,NA
"1072",2004,3,"HB",1.49,NA
"1073",2004,3,"LTB",2.025,NA
"1074",2004,3,"OTB",2.09230769230769,NA
"1075",2004,4,"HB",1.28888888888889,NA
"1076",2004,4,"LTB",2.9125,NA
"1077",2004,4,"OTB",1.45,NA
"1078",2004,5,"HB",1.8625,NA
"1079",2004,5,"LTB",4.54,NA
"1080",2004,5,"OTB",0.906666666666667,NA
"1081",2004,6,"HB",1.68571428571429,NA
"1082",2004,6,"LTB",3.22857142857143,NA
"1083",2004,6,"OTB",1.28,NA
"1084",2004,7,"HB",1.18888888888889,NA
"1085",2004,7,"LTB",3.15714285714286,NA
"1086",2004,7,"OTB",1.97142857142857,NA
"1087",2004,8,"HB",1.12,NA
"1088",2004,8,"LTB",2.225,NA
"1089",2004,8,"OTB",1.25714285714286,NA
"1090",2004,9,"HB",0.56,NA
"1091",2004,9,"LTB",2.01428571428571,NA
"1092",2004,9,"OTB",1.95833333333333,NA
"1093",2004,10,"HB",1.17,NA
"1094",2004,10,"LTB",1.55,NA
"1095",2004,10,"OTB",1.47142857142857,NA
"1096",2004,11,"HB",1.21111111111111,NA
"1097",2004,11,"LTB",2.675,NA
"1098",2004,11,"OTB",1.66428571428571,NA
"1099",2004,12,"HB",1.57777777777778,NA
"1100",2004,12,"LTB",2.57142857142857,NA
"1101",2004,12,"OTB",2.08,NA
"1102",2005,1,"HB",1.45714285714286,NA
"1103",2005,1,"LTB",1.725,NA
"1104",2005,1,"OTB",2.91111111111111,NA
"1105",2005,2,"HB",1.68888888888889,NA
"1106",2005,2,"LTB",3.13333333333333,NA
"1107",2005,2,"OTB",2.45,NA
"1108",2005,3,"HB",0.95,NA
"1109",2005,3,"LTB",4.04285714285714,NA
"1110",2005,3,"OTB",2.13333333333333,NA
"1111",2005,4,"HB",1.16,NA
"1112",2005,4,"LTB",1.35,NA
"1113",2005,4,"OTB",1.58,NA
"1114",2005,5,"HB",1.65555555555556,NA
"1115",2005,5,"LTB",4.32857142857143,NA
"1116",2005,5,"OTB",1.46428571428571,NA
"1117",2005,6,"HB",1.875,NA
"1118",2005,6,"LTB",2.1375,NA
"1119",2005,6,"OTB",2.31,NA
"1120",2005,7,"HB",1.05,NA
"1121",2005,7,"LTB",2.7,NA
"1122",2005,7,"OTB",2.24,NA
"1123",2005,8,"HB",1.21111111111111,NA
"1124",2005,8,"LTB",4.4,NA
"1125",2005,8,"OTB",1.68,NA
"1126",2005,9,"HB",1.3,NA
"1127",2005,9,"LTB",3.12,NA
"1128",2005,9,"OTB",1.42142857142857,NA
"1129",2005,10,"HB",1.81428571428571,NA
"1130",2005,10,"LTB",2.61428571428571,NA
"1131",2005,10,"OTB",1.15,NA
"1132",2005,11,"HB",1.42222222222222,NA
"1133",2005,11,"LTB",2.5,NA
"1134",2005,11,"OTB",1.54285714285714,NA
"1135",2005,12,"HB",1.38333333333333,NA
"1136",2005,12,"LTB",4.36,NA
"1137",2005,12,"OTB",2.35714285714286,NA
"1138",2006,1,"HB",1.98333333333333,NA
"1139",2006,1,"LTB",4.14,NA
"1140",2006,1,"OTB",3,NA
"1141",2006,2,"HB",2.48,NA
"1142",2006,2,"LTB",5.425,NA
"1143",2006,2,"OTB",2.3,NA
"1144",2006,3,"HB",2.8,NA
"1145",2006,3,"LTB",3.2375,NA
"1146",2006,3,"OTB",3.04,NA
"1147",2006,4,"HB",1.41428571428571,NA
"1148",2006,4,"LTB",5.3,NA
"1149",2006,4,"OTB",2.53,NA
"1150",2006,5,"HB",1.3875,NA
"1151",2006,5,"LTB",6.08,NA
"1152",2006,5,"OTB",2.06923076923077,NA
"1153",2006,6,"HB",1.68,NA
"1154",2006,6,"LTB",3.01428571428571,NA
"1155",2006,6,"OTB",2.65555555555556,NA
"1156",2006,7,"HB",1.78571428571429,NA
"1157",2006,7,"LTB",3.18333333333333,NA
"1158",2006,7,"OTB",2.35,NA
"1159",2006,8,"HB",1.72857142857143,NA
"1160",2006,8,"LTB",2.9375,NA
"1161",2006,8,"OTB",2.40909090909091,NA
"1162",2006,9,"HB",1.61666666666667,NA
"1163",2006,9,"LTB",2.64285714285714,NA
"1164",2006,9,"OTB",1.61428571428571,NA
"1165",2006,10,"HB",1.57142857142857,NA
"1166",2006,10,"LTB",2.65714285714286,NA
"1167",2006,10,"OTB",2.23571428571429,NA
"1168",2006,11,"HB",2.28333333333333,NA
"1169",2006,11,"LTB",5.05,NA
"1170",2006,11,"OTB",1.775,NA
"1171",2006,12,"HB",2.48,NA
"1172",2006,12,"LTB",3.65,NA
"1173",2006,12,"OTB",2.84,NA
"1174",2007,1,"HB",1.61666666666667,NA
"1175",2007,1,"OTB",3.5,NA
"1176",2007,2,"HB",2.16,NA
"1177",2007,2,"LTB",3.32857142857143,NA
"1178",2007,2,"OTB",3.26666666666667,NA
"1179",2007,3,"HB",2.51666666666667,NA
"1180",2007,3,"LTB",3.6375,NA
"1181",2007,3,"OTB",2.28571428571429,NA
"1182",2007,4,"HB",1.24444444444444,NA
"1183",2007,4,"LTB",3.57142857142857,NA
"1184",2007,4,"OTB",1.77272727272727,NA
"1185",2007,5,"HB",0.911111111111111,NA
"1186",2007,5,"LTB",4.325,NA
"1187",2007,5,"OTB",1.57142857142857,NA
"1188",2007,6,"HB",2.04444444444444,NA
"1189",2007,6,"LTB",3.7125,NA
"1190",2007,6,"OTB",1.4,NA
"1191",2007,7,"HB",1.43333333333333,NA
"1192",2007,7,"LTB",2.25,NA
"1193",2007,7,"OTB",1.74,NA
"1194",2007,8,"HB",1.375,NA
"1195",2007,8,"LTB",1.8875,NA
"1196",2007,8,"OTB",2.04615384615385,NA
"1197",2007,9,"HB",1.55555555555556,NA
"1198",2007,9,"LTB",2.3375,NA
"1199",2007,9,"OTB",1.44,NA
"1200",2007,10,"HB",1.3125,NA
"1201",2007,10,"LTB",3.4,NA
"1202",2007,10,"OTB",1.59285714285714,NA
"1203",2007,11,"HB",1.3625,NA
"1204",2007,11,"LTB",2.8,NA
"1205",2007,11,"OTB",2.45,NA
"1206",2007,12,"HB",1.85714285714286,NA
"1207",2007,12,"LTB",6.65,NA
"1208",2007,12,"OTB",3.34,NA
"1209",2008,1,"HB",2.02,NA
"1210",2008,1,"LTB",3.81666666666667,NA
"1211",2008,1,"OTB",3.175,NA
"1212",2008,2,"HB",1.875,NA
"1213",2008,2,"LTB",3.15714285714286,NA
"1214",2008,2,"OTB",2.8,NA
"1215",2008,3,"HB",1.52857142857143,NA
"1216",2008,3,"LTB",2.7625,NA
"1217",2008,3,"OTB",2.3,NA
"1218",2008,4,"HB",1.075,NA
"1219",2008,4,"LTB",4.06,NA
"1220",2008,4,"OTB",1.59166666666667,NA
"1221",2008,5,"HB",1.42857142857143,NA
"1222",2008,5,"LTB",2.3,NA
"1223",2008,5,"OTB",1.66923076923077,NA
"1224",2008,6,"HB",1.3375,NA
"1225",2008,6,"LTB",2.025,NA
"1226",2008,6,"OTB",2.125,NA
"1227",2008,7,"HB",1.425,NA
"1228",2008,7,"LTB",2.0375,NA
"1229",2008,7,"OTB",2.11666666666667,NA
"1230",2008,8,"HB",1.01111111111111,NA
"1231",2008,8,"LTB",2.85,NA
"1232",2008,8,"OTB",1.30714285714286,NA
"1233",2008,9,"HB",1.8,NA
"1234",2008,9,"LTB",3.5,NA
"1235",2008,9,"OTB",2.23,NA
"1236",2008,10,"HB",1.14444444444444,NA
"1237",2008,10,"LTB",1.6375,NA
"1238",2008,10,"OTB",2.20833333333333,NA
"1239",2008,11,"HB",0.98,NA
"1240",2008,11,"LTB",2.91666666666667,NA
"1241",2008,11,"OTB",1.60833333333333,NA
"1242",2008,12,"HB",1.47777777777778,NA
"1243",2008,12,"LTB",2.3875,NA
"1244",2008,12,"OTB",2.55,NA
"1245",2009,1,"HB",1.3,NA
"1246",2009,1,"LTB",2.52857142857143,NA
"1247",2009,1,"OTB",2.07272727272727,NA
"1248",2009,2,"HB",1.91428571428571,NA
"1249",2009,2,"LTB",2.975,NA
"1250",2009,2,"OTB",2.5,NA
"1251",2009,3,"HB",1.71111111111111,NA
"1252",2009,3,"LTB",2.9875,NA
"1253",2009,3,"OTB",2.35555555555556,NA
"1254",2009,4,"HB",1.01,NA
"1255",2009,4,"LTB",2.8,NA
"1256",2009,4,"OTB",1.06153846153846,NA
"1257",2009,5,"HB",1.26666666666667,NA
"1258",2009,5,"LTB",3.71428571428571,NA
"1259",2009,5,"OTB",1.77272727272727,NA
"1260",2009,6,"HB",1.55555555555556,NA
"1261",2009,6,"LTB",1.9125,NA
"1262",2009,6,"OTB",1.88461538461538,NA
"1263",2009,7,"HB",1.1,NA
"1264",2009,7,"LTB",3.08571428571429,NA
"1265",2009,7,"OTB",1.76153846153846,NA
"1266",2009,8,"HB",1.23333333333333,NA
"1267",2009,8,"LTB",3.55,NA
"1268",2009,8,"OTB",1.50666666666667,NA
"1269",2009,9,"HB",1.15714285714286,NA
"1270",2009,9,"LTB",4.08333333333333,NA
"1271",2009,9,"OTB",2.25,NA
"1272",2009,10,"HB",1.2,NA
"1273",2009,10,"LTB",4.12857142857143,NA
